PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
1170475,"MOLINO UTILITIES, INC.",1,PLANT #1,B,02,DISINFECT/HYPOCHLORIN
1170475,"MOLINO UTILITIES, INC.",1,PLANT #1,Z,19,OTHER/PH ADJUSTMENT
1170475,"MOLINO UTILITIES, INC.",2,PLANT #2,B,02,DISINFECT/HYPOCHLORIN
1170475,"MOLINO UTILITIES, INC.",2,PLANT #2,Z,19,OTHER/PH ADJUSTMENT
1170475,"MOLINO UTILITIES, INC.",3,PLANT #3,B,01,DISINFECT/GASEOUS CHLORIN
1170475,"MOLINO UTILITIES, INC.",3,PLANT #3,Z,19,OTHER/PH ADJUSTMENT
1170475,"MOLINO UTILITIES, INC.",4,PLANT #4,B,01,DISINFECT/GASEOUS CHLORIN
1170475,"MOLINO UTILITIES, INC.",4,PLANT #4,Z,19,OTHER/PH ADJUSTMENT
1170477,ASCEND PERFORMANCE MATERIALS (SOLUTIA),1,ASCEND WATER TREATMENT PLANT,B,01,DISINFECT/GASEOUS CHLORIN
1170477,ASCEND PERFORMANCE MATERIALS (SOLUTIA),1,ASCEND WATER TREATMENT PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
1170477,ASCEND PERFORMANCE MATERIALS (SOLUTIA),1,ASCEND WATER TREATMENT PLANT,Z,20,OTHER/AERATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),1,DUNAWAY,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),1,DUNAWAY,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),1,DUNAWAY,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),3,ENSLEY,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),3,ENSLEY,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),3,ENSLEY,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),4,UNIVERSITY PARKWAY,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),4,UNIVERSITY PARKWAY,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),4,UNIVERSITY PARKWAY,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),6,AVONDALE,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),6,AVONDALE,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),8,9TH AVENUE,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),8,9TH AVENUE,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),10,DAVIS,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),10,DAVIS,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),10,DAVIS,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),13,OLIVE ROAD,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),13,OLIVE ROAD,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),13,OLIVE ROAD,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),14,NO. 9,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),14,NO. 9,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),15,EAST PLANT,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),15,EAST PLANT,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),22,MONTCLAIR #1,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),22,MONTCLAIR #1,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),22,MONTCLAIR #1,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),24,MONTCLAIR #3,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),24,MONTCLAIR #3,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),26,NO. 8,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),26,NO. 8,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),27,CARRIAGE HILLS,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),27,CARRIAGE HILLS,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),27,CARRIAGE HILLS,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),29,ROYCE,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),29,ROYCE,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),29,ROYCE,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),32,TENNANT,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),32,TENNANT,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),32,TENNANT,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),33,MCCRORY,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),33,MCCRORY,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),33,MCCRORY,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),34,PENSACOLA BEACH BOOSTER STATIO,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),34,PENSACOLA BEACH BOOSTER STATIO,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),35,SORRENTO ROAD BOOSTER STATION,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,Z,23,OTHER/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,Z,19,OTHER/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,Z,27,OTHER/FLUORIDATION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,B,01,DISINFECT/GASEOUS CHLORIN
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,D,36,CORR-CTRL/CORROSION INHIB
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,F,23,ORGN-RMVL/GAC ADDITION
1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,Z,27,OTHER/FLUORIDATION
1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,B,01,DISINFECT/GASEOUS CHLORIN
1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,C,23,PART-RMVL/GAC ADDITION
1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,D,19,CORR-CTRL/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,Z,19,OTHER/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,2,PLANT #4 - FLEET,B,01,DISINFECT/GASEOUS CHLORIN
1170527,PEOPLES WATER SERVICE COMPANY,2,PLANT #4 - FLEET,D,19,CORR-CTRL/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,2,PLANT #4 - FLEET,Z,19,OTHER/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,B,01,DISINFECT/GASEOUS CHLORIN
1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,C,23,PART-RMVL/GAC ADDITION
1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,D,19,CORR-CTRL/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,Z,19,OTHER/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,5,PLANT 8 (BEHIND GOOFY GOLF),B,01,DISINFECT/GASEOUS CHLORIN
1170527,PEOPLES WATER SERVICE COMPANY,5,PLANT 8 (BEHIND GOOFY GOLF),D,19,CORR-CTRL/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,5,PLANT 8 (BEHIND GOOFY GOLF),Z,19,OTHER/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,6,PLANT 9  --  BRANDON AVE,B,01,DISINFECT/GASEOUS CHLORIN
1170527,PEOPLES WATER SERVICE COMPANY,6,PLANT 9  --  BRANDON AVE,D,19,CORR-CTRL/PH ADJUSTMENT
1170527,PEOPLES WATER SERVICE COMPANY,6,PLANT 9  --  BRANDON AVE,Z,19,OTHER/PH ADJUSTMENT
1170548,N.A.S. PENSACOLA,1,PENSACOLA,B,01,DISINFECT/GASEOUS CHLORIN
1170548,N.A.S. PENSACOLA,2,WELL #2,B,01,DISINFECT/GASEOUS CHLORIN
1170552,BLUFF SPRINGS (R.L.D.S.) CAMPGROUND,1,HYPOCHLORITE PLANT,B,02,DISINFECT/HYPOCHLORIN
1170552,BLUFF SPRINGS (R.L.D.S.) CAMPGROUND,1,HYPOCHLORITE PLANT,H,24,SOFTENING/LIME-SODA
1170590,NAVARRE BEACH WATER DEPARTMENT,1,NAVARRE BEACH,B,01,DISINFECT/GASEOUS CHLORIN
1170590,NAVARRE BEACH WATER DEPARTMENT,2,WELL #2,B,01,DISINFECT/GASEOUS CHLORIN
1170590,NAVARRE BEACH WATER DEPARTMENT,3,WELL #3,B,01,DISINFECT/GASEOUS CHLORIN
1170592,SANTA ROSA ISLAND AUTHORITY,1,PLANT #1,B,01,DISINFECT/GASEOUS CHLORIN
1170613,"CENTURY, TOWN OF",1,PLANT FOR WELL 1 (BLACKMON),B,01,DISINFECT/GASEOUS CHLORIN
1170613,"CENTURY, TOWN OF",1,PLANT FOR WELL 1 (BLACKMON),Z,19,OTHER/PH ADJUSTMENT
1170613,"CENTURY, TOWN OF",2,PLANT FOR WELL 2,B,01,DISINFECT/GASEOUS CHLORIN
1170613,"CENTURY, TOWN OF",2,PLANT FOR WELL 2,Z,19,OTHER/PH ADJUSTMENT
1170613,"CENTURY, TOWN OF",3,PLANT FOR WELL 3,B,01,DISINFECT/GASEOUS CHLORIN
1170613,"CENTURY, TOWN OF",3,PLANT FOR WELL 3,Z,19,OTHER/PH ADJUSTMENT
1170632,CHAMPION INTERNATIONAL,1,CANTONMENT,B,01,DISINFECT/GASEOUS CHLORIN
1170678,"TIMBERLAND UTILITIES, INC.",1,PLANT #1,B,01,DISINFECT/GASEOUS CHLORIN
1170678,"TIMBERLAND UTILITIES, INC.",2,PLANT #2,B,01,DISINFECT/GASEOUS CHLORIN
1170703,UNIVERSITY OF WEST FLORIDA,1,WELL #2 (BY ELEVATED TANK),B,01,DISINFECT/GASEOUS CHLORIN
1170703,UNIVERSITY OF WEST FLORIDA,1,WELL #2 (BY ELEVATED TANK),Z,19,OTHER/PH ADJUSTMENT
1170703,UNIVERSITY OF WEST FLORIDA,2,WELL 3 (BLDG 74),B,01,DISINFECT/GASEOUS CHLORIN
1170703,UNIVERSITY OF WEST FLORIDA,2,WELL 3 (BLDG 74),Z,19,OTHER/PH ADJUSTMENT
1170703,UNIVERSITY OF WEST FLORIDA,3,WELL #4 PLANT,B,01,DISINFECT/GASEOUS CHLORIN
1170703,UNIVERSITY OF WEST FLORIDA,3,WELL #4 PLANT,Z,19,OTHER/PH ADJUSTMENT
1170718,EREC WATER SYSTEM,1,WH PLANT 5 - ARTHUR BROWN RD,B,02,DISINFECT/HYPOCHLORIN
1170718,EREC WATER SYSTEM,1,WH PLANT 5 - ARTHUR BROWN RD,D,19,CORR-CTRL/PH ADJUSTMENT
1170718,EREC WATER SYSTEM,2,WH PLANT 6 - HWY 97,B,02,DISINFECT/HYPOCHLORIN
1170718,EREC WATER SYSTEM,2,WH PLANT 6 - HWY 97,D,19,CORR-CTRL/PH ADJUSTMENT
1170718,EREC WATER SYSTEM,3,WH PLANT 7 - HWY 97A,B,02,DISINFECT/HYPOCHLORIN
1170718,EREC WATER SYSTEM,3,WH PLANT 7 - HWY 97A,D,19,CORR-CTRL/PH ADJUSTMENT
1170718,EREC WATER SYSTEM,4,BD PLANT 1 - HWY 99,B,02,DISINFECT/HYPOCHLORIN
1170718,EREC WATER SYSTEM,4,BD PLANT 1 - HWY 99,D,19,CORR-CTRL/PH ADJUSTMENT
1170718,EREC WATER SYSTEM,4,BD PLANT 1 - HWY 99,D,36,CORR-CTRL/CORROSION INHIB
1170718,EREC WATER SYSTEM,5,BD PLANT 2 PINEVILLE AND JAKES,B,02,DISINFECT/HYPOCHLORIN
1170718,EREC WATER SYSTEM,5,BD PLANT 2 PINEVILLE AND JAKES,D,19,CORR-CTRL/PH ADJUSTMENT
1170718,EREC WATER SYSTEM,5,BD PLANT 2 PINEVILLE AND JAKES,D,36,CORR-CTRL/CORROSION INHIB
1170718,EREC WATER SYSTEM,6,BD PLANT 3 - STILL ROAD,B,01,DISINFECT/GASEOUS CHLORIN
