PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source
FL-5260053,CITY OF CLEWISTON,Adjusted,Hendry (Primary),8387,H2SiF6,Yes,Ground
FL-5260226,PORT LABELLE,Consecutive,Hendry (Primary),7760,H2SiF6,Yes,Ground
FL-5260262,"SOUTH SHORE WATER ASSN., INC.",Consecutive,Hendry (Primary),4247,H2SiF6,Yes,Surface
FL-5264050,PALM AND PINES MOBILE HOME PK,Non-Adjusted,Hendry (Primary),134,Natural                       ,No,Ground
FL-5264054,RIVERBEND ESTATES,Non-Adjusted,Hendry (Primary),107,Natural                       ,No,Ground
FL-5264103,RIVERBEND MOTORCOACH RESORT,Non-Adjusted,Hendry (Primary),533,Natural                       ,No,Surface
FL-5280129,HIDDEN ACRES ESTATES,Non-Adjusted,Highlands (Primary),131,Natural                       ,No,Ground
FL-5280155,KISSIMMEE RIVER FISHING RESORT,Non-Adjusted,Highlands (Primary),150,Natural                       ,No,Ground
FL-5280180,MALLARD MOBILE HOME PARK,Non-Adjusted,Highlands (Primary),161,Natural                       ,No,Ground
FL-5280211,THE PALMS ESTATES WTP,Non-Adjusted,Highlands (Primary),179,Natural                       ,No,Ground
FL-5280266,SPRING LAKE IMPROVEMENT DIST.,Non-Adjusted,Highlands (Primary),3206,Natural                       ,No,Ground
FL-5284101,SILVER LAKE UTILITY- BUCKHORN HOUSING,Non-Adjusted,Highlands (Primary),54,Natural                       ,No,Ground
FL-5284114,EAGLE'S NEST ESTATES,Non-Adjusted,Highlands (Primary),45,Natural                       ,No,Ground
FL-5284133,HIGHWAY PARK WTP,Non-Adjusted,Highlands (Primary),874,Natural                       ,No,Ground
FL-5360025,BONITA SPRINGS WATER SYSTEM IN,Non-Adjusted,Lee (Primary),65872,Natural                       ,No,Ground
FL-5360048,CITRUS PARK RV RESORT,Non-Adjusted,Lee (Primary),2935,Natural                       ,No,Ground
FL-5360102,FORT MYERS WATER DEPARTMENT,Adjusted,Lee (Primary),77911,H2SiF6,Yes,Ground
FL-5360146,ISLAND WATER ASSOCIATION,Non-Adjusted,Lee (Primary),13165,Natural                       ,No,Ground
FL-5360172,FLORIDA GOVERNMENTAL UTILITY AUTHORITY SDLE,Non-Adjusted,Lee (Primary),26516,Natural                       ,No,Ground
FL-5360204,OAK PARK MOBILE HOME VILLAGE,Non-Adjusted,Lee (Primary),358,Natural                       ,No,Ground
FL-5360299,USEPPA ISLAND CLUB,Non-Adjusted,Lee (Primary),179,Natural                       ,No,Ground
FL-5360322,GREATER PINE ISLAND WATER ASSO,Non-Adjusted,Lee (Primary),14235,Natural                       ,No,Ground
FL-5360325,"CAPE CORAL, CITY OF",Natural,Lee (Primary),143503,Natural                       ,Yes,Ground
FL-5364002,SUNSET ACRES,Non-Adjusted,Lee (Primary),62,Natural                       ,No,Ground
FL-5364040,LAKE FAIRWAYS MOBILE HOME PARK,Non-Adjusted,Lee (Primary),1788,Natural                       ,No,Ground
FL-5364048,LEE COUNTY UTILITIES,Adjusted,Lee (Primary),234917,H2SiF6,Yes,Mixed
FL-5364062,FOUNTAINVIEW R.V. PARK,Non-Adjusted,Lee (Primary),447,Natural                       ,No,Ground
FL-5364068,CHARLESTON PARK,Non-Adjusted,Lee (Primary),279,Natural                       ,No,Ground
FL-5364143,GATEWAY SERVICES DISTRICT,Consecutive,Lee (Primary),11371,H2SiF6,Yes,Surface
FL-5364145,"FORT MYERS BEACH, TOWN OF",Consecutive,Lee (Primary),6170,H2SiF6,Yes,Ground
FL-5364149,OLD BRIDGE VILLAGE MHP,Consecutive,Lee (Primary),894,H2SiF6,Yes,Surface
FL-5364150,PINE LAKES MHP,Consecutive,Lee (Primary),1091,H2SiF6,Yes,Surface
FL-5364151,TAMIAMI VILLAGE MHP,Consecutive,Lee (Primary),1073,H2SiF6,Yes,Surface
FL-5364152,MOBILE MANOR MHP,Consecutive,Lee (Primary),431,H2SiF6,Yes,Surface
FL-6080044,CHARLOTTE HARBOR WATER ASSN.,Consecutive,Charlotte (Primary),4024,Natural                       ,No,Ground
FL-6080051,"PUNTA GORDA, CITY OF",Non-Adjusted,Charlotte (Primary),32459,Natural                       ,No,Surface
FL-6080081,EL JOBEAN WATER ASSOCIATION IN,Consecutive,Charlotte (Primary),1196,Natural                       ,No,Surface
FL-6080104,GASPARILLA ISLAND WATER ASSOC,Consecutive,Charlotte (Primary),4973,Natural                       ,No,Ground
FL-6080175,LITTLE GASPARILLA UTILITY INC,Consecutive,Charlotte (Primary),1089,Natural                       ,No,Ground
FL-6080256,SHELL CREEK PARK,Non-Adjusted,Charlotte (Primary),416,Natural                       ,No,Ground
FL-6080318,CHARLOTTE COUNTY UTILITIES/BURNT STORE,Non-Adjusted,Charlotte (Primary),5633,Natural                       ,No,Ground
FL-6080324,TROPICAL PALM MHP,Non-Adjusted,Charlotte (Primary),454,Natural                       ,No,Ground
FL-6084074,"SUN RIVER UTILITIES, INC.",Non-Adjusted,Charlotte (Primary),80,Natural                       ,No,Ground
FL-6084075,"KNIGHT ISLAND UTILITIES, INC.",Consecutive,Charlotte (Primary),385,Natural                       ,No,Ground
FL-6084079,"BOCILLA UTILITIES, INC.",Consecutive,Charlotte (Primary),950,Natural                       ,No,Ground
FL-6090099,SUNSHINE #6/BLACKWATER HEIGHTS,Non-Adjusted,Citrus (Primary),239,Natural                       ,No,Ground
FL-6090150,BEVERLY HILLS SUBDIVISION,Consecutive,Citrus (Primary),10347,Natural                       ,No,Ground
FL-6090156,BIG PINE ACRES,Non-Adjusted,Citrus (Primary),63,Natural                       ,No,Ground
FL-6090267,CASTLE LAKE PARK,Non-Adjusted,Citrus (Primary),175,Natural                       ,No,Ground
FL-6090312,CITRUS SPRINGS,Non-Adjusted,Citrus (Primary),16397,Natural                       ,No,Ground
FL-6090317,"CRYSTAL RIVER, CITY OF",Adjusted,Citrus (Primary),4049,H2SiF6,Yes,Ground
FL-6090411,CRYSTAL ACRES MHP,Non-Adjusted,Citrus (Primary),67,Natural                       ,No,Ground
FL-6090523,SUNSHINE #7(ELLISWORTH POINT),Non-Adjusted,Citrus (Primary),75,Natural                       ,No,Ground
FL-6090532,THE OASIS MHP,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground
FL-6090541,EVANRIDGE MHP,Non-Adjusted,Citrus (Primary),112,Natural                       ,No,Ground
FL-6090588,FLORAL CITY WATER ASSN,Non-Adjusted,Citrus (Primary),5022,Natural                       ,No,Ground
FL-6090609,FT COOPER MOBILE HOME COMM,Non-Adjusted,Citrus (Primary),179,Natural                       ,No,Ground
FL-6090674,GOLDEN TERRACE,Consecutive,Citrus (Primary),224,H2SiF6,Yes,Ground
FL-6090729,HARBOR LIGHTS MOBILE RESORT,Non-Adjusted,Citrus (Primary),56,Natural                       ,No,Ground
FL-6090828,HOMOSASSA SPECIAL WATER DIST,Non-Adjusted,Citrus (Primary),4961,Natural                       ,No,Ground
FL-6090860,INVERNESS VILLAGE GARDENS,Non-Adjusted,Citrus (Primary),224,Natural                       ,No,Ground
FL-6090861,INVERNESS WATER DEPT,Adjusted,Citrus (Primary),6432,H2SiF6,Yes,Ground
FL-6090875,INVERNESS PARK,Non-Adjusted,Citrus (Primary),179,Natural                       ,No,Ground
FL-6090898,CROFT BAY VILLAGE,Non-Adjusted,Citrus (Primary),43,Natural                       ,No,Ground
FL-6091178,MEADOW DRIVE S,Non-Adjusted,Citrus (Primary),142,Natural                       ,No,Ground
FL-6091274,OAK FOREST,Non-Adjusted,Citrus (Primary),376,Natural                       ,No,Ground
FL-6091322,OZELLO WATER ASSOCIATION,Consecutive,Citrus (Primary),4667,Natural                       ,No,Ground
FL-6091422,POINT O'WOODS,Non-Adjusted,Citrus (Primary),785,Natural                       ,No,Ground
FL-6091554,ROYAL OAKS MANOR INC,Non-Adjusted,Citrus (Primary),304,Natural                       ,No,Ground
FL-6091672,SOUTH DUNNELLON WATER ASSOC,Non-Adjusted,Citrus (Primary),268,Natural                       ,No,Ground
FL-6091735,SUGARMILL WOODS S/D,Non-Adjusted,Citrus (Primary),9217,Natural                       ,No,Ground
FL-6091816,THUNDERBIRD MHP,Non-Adjusted,Citrus (Primary),41,Natural                       ,No,Ground
FL-6091876,SUNCOAST MOBILE PARK,Non-Adjusted,Citrus (Primary),72,Natural                       ,No,Ground
FL-6092199,SPRING GARDENS,Consecutive,Citrus (Primary),283,Natural                       ,No,Ground
FL-6092326,CEDAR LAKE ESTATES,Non-Adjusted,Citrus (Primary),76,Natural                       ,No,Ground
FL-6092327,FOREST HILLS SUBDIVISION,Consecutive,Citrus (Primary),83,Natural                       ,No,Ground
FL-6092331,AURORA ACRES,Non-Adjusted,Citrus (Primary),152,Natural                       ,No,Ground
FL-6092334,SANDY OAKS RV & MHP;ATTN R. S.,Non-Adjusted,Citrus (Primary),80,Natural                       ,No,Ground
FL-6092338,MEADOW WOOD S/D,Non-Adjusted,Citrus (Primary),77,Natural                       ,No,Ground
FL-6094480,THE MEADOWS,Consecutive,Citrus (Primary),100,Natural                       ,No,Ground
FL-6094523,SPRINGHORN W S,Non-Adjusted,Citrus (Primary),22,Natural                       ,No,Ground
FL-6094656,WEST CITRUS UTILITIES,Non-Adjusted,Citrus (Primary),172,Natural                       ,No,Ground
FL-6094773,CONSTATE UTL/HILLS OF AVALON,Non-Adjusted,Citrus (Primary),715,Natural                       ,No,Ground
FL-6094871,GREENBRIAR I,Non-Adjusted,Citrus (Primary),268,Natural                       ,No,Ground
FL-6094874,PINEWOOD MOBILE HOME S/D,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground
FL-6094875,DUNNELLON HILLS WATER SYSTEM,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground
FL-6094886,ELDORADO ESTATES,Non-Adjusted,Citrus (Primary),168,Natural                       ,No,Ground
FL-6094892,WALDEN WOODS MHC,Non-Adjusted,Citrus (Primary),760,Natural                       ,No,Ground
FL-6094899,WELLAQUA,Non-Adjusted,Citrus (Primary),72,Natural                       ,No,Ground
FL-6094928,CRYSTAL POINTE (OFF CITRUS AVE,Non-Adjusted,Citrus (Primary),84,Natural                       ,No,Ground
FL-6094933,CITRUS CO UTL/WATER OAKS S/D,Non-Adjusted,Citrus (Primary),132,Natural                       ,No,Ground
FL-6094934,"PINE VALLEY, UNIT 1",Non-Adjusted,Citrus (Primary),147,Natural                       ,No,Ground
FL-6094948,CITRUS CO UTL/CHARLES A. BLACK,Non-Adjusted,Citrus (Primary),18507,Natural                       ,No,Ground
FL-6094953,GOSPEL ISLAND ESTATES,Non-Adjusted,Citrus (Primary),55,Natural                       ,No,Ground
FL-6094957,KENWOOD NORTH,Non-Adjusted,Citrus (Primary),154,Natural                       ,No,Ground
FL-6094970,OAK POND ADULT M.H. ESTATES,Non-Adjusted,Citrus (Primary),63,Natural                       ,No,Ground
FL-6094994,VENTURA VILLAGE/JOHN SLATER,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground
FL-6095036,TARAWOOD OF FLORAL CITY,Non-Adjusted,Citrus (Primary),125,Natural                       ,No,Ground
FL-6095046,CINNAMON RIDGE UTILITIES #2,Non-Adjusted,Citrus (Primary),570,Natural                       ,No,Ground
FL-6140314,"ARCADIA WATER DEPT, CITY OF",Natural,DeSoto (Primary),7995,Natural                       ,Yes,Ground
FL-6140451,DESOTO CORRECTIONAL INST,Non-Adjusted,DeSoto (Primary),2802,Natural                       ,No,Ground
FL-6142734,PEACE RIVER REG WATER PLANT,Non-Adjusted,DeSoto (Primary),2952,Natural                       ,No,Surface
FL-6144834,DESOTO VILLAGE MHP,Non-Adjusted,DeSoto (Primary),148,Natural                       ,No,Ground
FL-6144856,LAKE SUZY SUBDIVISION,Consecutive,DeSoto (Primary),2186,Natural                       ,No,Surface
FL-6144898,Desoto County Water System,Consecutive,DeSoto (Primary),4080,Natural                       ,No,Mixed
FL-6250278,CHARLIE CREEK-THE VILLAGE OF,Non-Adjusted,Hardee (Primary),123,Natural                       ,No,Ground
FL-6250329,WAUCHULA CITY WATER DEPARTMENT,Natural,Hardee (Primary),4471,Natural                       ,Yes,Ground
FL-6250332,"ZOLFO SPRINGS, CITY OF",Natural,Hardee (Primary),1609,Natural                       ,Yes,Ground
FL-6251954,PEACE RIVER HTS,Non-Adjusted,Hardee (Primary),224,Natural                       ,No,Ground
FL-6252022,"BOWLING GREEN, CITY OF",Non-Adjusted,Hardee (Primary),2629,Natural                       ,No,Ground
FL-6252030,RESTHAVEN,Non-Adjusted,Hardee (Primary),30,Natural                       ,No,Ground
FL-6254754,HARDEE CORRECTIONAL INSTITUTE,Non-Adjusted,Hardee (Primary),1699,Natural                       ,No,Ground
FL-6254762,BROOKSIDE BLUFF RV PARK,Non-Adjusted,Hardee (Primary),268,Natural                       ,No,Ground
FL-6254774,F.I.N.R.,Non-Adjusted,Hardee (Primary),268,Natural                       ,No,Ground
FL-6254785,TORREY OAKS SUBDIVISION,Non-Adjusted,Hardee (Primary),89,Natural                       ,No,Ground
FL-6254799,WAUCHULA HILLS,Consecutive,Hardee (Primary),2159,Natural                       ,Yes,Ground
FL-6270009,BIG TREE MOBILE HOME & RV VILL,Non-Adjusted,Hernando (Primary),179,Natural                       ,No,Ground
FL-6270246,CAMP-A-WYLE LAKE RESORT,Non-Adjusted,Hernando (Primary),358,Natural                       ,No,Ground
FL-6270269,HERNANDO CO UTL-CEDAR LN SITES,Non-Adjusted,Hernando (Primary),329,Natural                       ,No,Ground
FL-6270468,HERNANDO CO UTL-DOGWOOD EST,Non-Adjusted,Hernando (Primary),727,Natural                       ,No,Ground
FL-6270851,IMPERIAL ESTATES MHP,Non-Adjusted,Hernando (Primary),224,Natural                       ,No,Ground
FL-6271171,FRONTIER CAMPGROUND,Non-Adjusted,Hernando (Primary),201,Natural                       ,No,Ground
FL-6271553,HERNANDO CO UTL -ROYAL OAKS,Non-Adjusted,Hernando (Primary),165,Natural                       ,No,Ground
FL-6271934,WEEKI WACHEE NORTH TP,Non-Adjusted,Hernando (Primary),134,Natural                       ,No,Ground
FL-6272180,BROOKSVILLE  CITY OF,Adjusted,Hernando (Primary),10283,Unknown,Yes,Ground
FL-6272304,CAMPER'S HOLIDAY,Non-Adjusted,Hernando (Primary),358,Natural                       ,No,Ground
FL-6272433,LAKE LINDSEY WATER,Non-Adjusted,Hernando (Primary),58,Natural                       ,No,Ground
FL-6274859,COUNTRYSIDE ESTATES,Non-Adjusted,Hernando (Primary),125,Natural                       ,No,Ground
FL-6277059,HERNANDO CO. UTILITIES - WEST,Non-Adjusted,Hernando (Primary),120893,Natural                       ,No,Ground
FL-6277060,HERNANDO CO. UTILITIES - EAST,Non-Adjusted,Hernando (Primary),7572,Natural                       ,No,Ground
FL-6277064,SEVILLE WATER SYSTEM,Non-Adjusted,Hernando (Primary),60,Natural                       ,No,Ground
FL-6280049,"AVON PARK, CITY OF",Non-Adjusted,Highlands (Primary),16596,Natural                       ,No,Ground
FL-6280064,LEISURE LAKES/FWSC,Non-Adjusted,Highlands (Primary),565,Natural                       ,No,Ground
FL-6280158,LAKE BONNET VILLAGE,Non-Adjusted,Highlands (Primary),448,Natural                       ,No,Ground
FL-6280162,LAKE JOSEPHINE HEIGHTS,Non-Adjusted,Highlands (Primary),1118,Natural                       ,No,Ground
FL-6280167,LAKESIDE VILLAGE MHP,Non-Adjusted,Highlands (Primary),291,Natural                       ,No,Ground
FL-6280181,MARANATHA VILLAGE,Non-Adjusted,Highlands (Primary),358,Natural                       ,No,Ground
FL-6280223,PLACID LAKES UTILITY INC,Non-Adjusted,Highlands (Primary),3666,Natural                       ,No,Ground
FL-6280250,SEBRING WATER & SEWER SYSTEM,Adjusted,Highlands (Primary),38126,H2SiF6,Yes,Ground
FL-6280273,SUN-N-LAKES OF LAKE PLACID,Non-Adjusted,Highlands (Primary),338,Natural                       ,No,Ground
FL-6280274,SUN-N-LAKES OF SEBRING WATER,Non-Adjusted,Highlands (Primary),6894,Natural                       ,No,Ground
FL-6280286,"LAKE PLACID, TOWN OF",Non-Adjusted,Highlands (Primary),3906,Natural                       ,No,Ground
FL-6280296,TROPICAL HARBOR ESTATES,Non-Adjusted,Highlands (Primary),581,Natural                       ,No,Ground
FL-6280304,THE WOODLANDS OF LAKE PLACID,Non-Adjusted,Highlands (Primary),715,Natural                       ,No,Ground
FL-6284074,TOMOKA HEIGHTS,Non-Adjusted,Highlands (Primary),2387,Natural                       ,No,Ground
FL-6284075,BUTTONWOOD BAY MHP,Non-Adjusted,Highlands (Primary),1788,Natural                       ,No,Ground
FL-6284077,ORANGE BLOSSOM FELLOWSHIP,Non-Adjusted,Highlands (Primary),134,Natural                       ,No,Ground
FL-6284089,MEADOWLAKE SUBDIVISION,Non-Adjusted,Highlands (Primary),75,Natural                       ,No,Ground
FL-6284097,DEEANN LAKEFRONT ESTATES,Non-Adjusted,Highlands (Primary),116,Natural                       ,No,Ground
FL-6284114,COUNTRY WALK,Non-Adjusted,Highlands (Primary),149,Natural                       ,No,Ground
FL-6290017,A&ampA MHP,Non-Adjusted,Hillsborough (Primary),67,Natural                       ,No,Ground
FL-6290047,THONOTOSASSA TP,Non-Adjusted,Hillsborough (Primary),54,Natural                       ,No,Ground
FL-6290072,ANNA MARY MHP,Non-Adjusted,Hillsborough (Primary),27,Natural                       ,No,Ground
FL-6290112,VALRICO HILLS TRAILER PARK,Non-Adjusted,Hillsborough (Primary),145,Natural                       ,No,Ground
FL-6290116,WINDEMERE UTILITY,Non-Adjusted,Hillsborough (Primary),2754,Natural                       ,No,Ground
FL-6290157,OAKS OF THONOTOSASSA MHP,Non-Adjusted,Hillsborough (Primary),295,Natural                       ,No,Ground
FL-6290186,MOUNT CARMEL RIDGE,Non-Adjusted,Hillsborough (Primary),196,Natural                       ,No,Ground
FL-6290189,BRIARWOOD MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),246,Natural                       ,No,Ground
FL-6290190,BRITT'S TP,Non-Adjusted,Hillsborough (Primary),85,Natural                       ,No,Ground
FL-6290222,CALM HARBOUR SUBDIVISION,Non-Adjusted,Hillsborough (Primary),52,Natural                       ,No,Ground
FL-6290227,CAMELOT MHP,Non-Adjusted,Hillsborough (Primary),215,Natural                       ,No,Ground
FL-6290251,PALMS OF LUTZ,Non-Adjusted,Hillsborough (Primary),40,Natural                       ,No,Ground
FL-6290256,CAROUSEL VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),73,Natural                       ,No,Ground
FL-6290276,CHALET VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),116,Natural                       ,No,Ground
FL-6290279,CHARLIES MHP,Non-Adjusted,Hillsborough (Primary),195,Natural                       ,No,Ground
FL-6290298,CHULA VISTA LANDINGS,Non-Adjusted,Hillsborough (Primary),340,Natural                       ,No,Ground
FL-6290309,CITRUS KNOLL MHP,Non-Adjusted,Hillsborough (Primary),46,Natural                       ,No,Ground
FL-6290323,PLANT CITY UTILITY,Adjusted,Hillsborough (Primary),35765,H2SiF6,Yes,Ground
FL-6290327,CITY OF TAMPA-WATER DEPARTMENT,Adjusted,Hillsborough (Primary),641092,H2SiF6,Yes,Surface
FL-6290333,HCWRS/SEABOARD UTILITIES,Consecutive,Hillsborough (Primary),12505,H2SiF6,Yes,Ground
FL-6290388,HCWRS/NORTHWEST UTILITIES,Adjusted,Hillsborough (Primary),180906,H2SiF6,Yes,Ground
FL-6290392,COUNTRYSIDE MHP,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6290401,CRENSHAW LK RD MHP,Non-Adjusted,Hillsborough (Primary),32,Natural                       ,No,Ground
FL-6290406,STRAWBERRY FIELDS MHP,Non-Adjusted,Hillsborough (Primary),224,Natural                       ,No,Ground
FL-6290416,CYPRESS COVE SUBDIVISION,Non-Adjusted,Hillsborough (Primary),60,Natural                       ,No,Ground
FL-6290430,DAVPAM MHP,Non-Adjusted,Hillsborough (Primary),1118,Natural                       ,No,Ground
FL-6290474,TRIPLE T MHP,Non-Adjusted,Hillsborough (Primary),113,Natural                       ,No,Ground
FL-6290482,DUFFEY'S TRAILER PARK,Non-Adjusted,Hillsborough (Primary),76,Natural                       ,No,Ground
FL-6290497,EASTLAKE UTILITIES,Consecutive,Hillsborough (Primary),1854,H2SiF6,Yes,Ground
FL-6290505,FAMILY RENTALS OF SEFFNER,Non-Adjusted,Hillsborough (Primary),67,Natural                       ,No,Ground
FL-6290548,ALAFIA OAKS TP,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6290595,FLORIDA LIGHT LIFE MHP,Non-Adjusted,Hillsborough (Primary),438,Natural                       ,No,Ground
FL-6290607,FLYING CLOUD TP,Non-Adjusted,Hillsborough (Primary),54,Natural                       ,No,Ground
FL-6290631,GALAXY MHP,Non-Adjusted,Hillsborough (Primary),72,Natural                       ,No,Ground
FL-6290685,"SUNBURST RV PARK, TAMPA EAST",Non-Adjusted,Hillsborough (Primary),268,Natural                       ,No,Ground
FL-6290696,GROVE MHP,Non-Adjusted,Hillsborough (Primary),61,Natural                       ,No,Ground
FL-6290728,Happy Traveler's RVP,Non-Adjusted,Pasco (Primary),268,Natural                       ,No,Ground
FL-6290740,MAGNOLIA TP,Non-Adjusted,Hillsborough (Primary),27,Natural                       ,No,Ground
FL-6290741,HAWAIIAN ISLES MHP,Non-Adjusted,Hillsborough (Primary),224,Natural                       ,No,Ground
FL-6290758,HI PINES MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),64,Natural                       ,No,Ground
FL-6290787,SOUTH CENTRAL SERVICE AREA,Adjusted,Hillsborough (Primary),376753,H2SiF6,Yes,Ground
FL-6290800,HILLTOP MHP,Non-Adjusted,Hillsborough (Primary),73,Natural                       ,No,Ground
FL-6290937,KING RICHARDS' CT,Non-Adjusted,Hillsborough (Primary),134,Natural                       ,No,Ground
FL-6290960,LAZY ACRES TP,Non-Adjusted,Hillsborough (Primary),45,Natural                       ,No,Ground
FL-6290997,LAKE ROSE VILLAGE,Non-Adjusted,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6291018,CAX LAKESHORE VILLAS,Non-Adjusted,Hillsborough (Primary),528,Natural                       ,No,Ground
FL-6291023,PINE TREE VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6291037,MORNINGSTAR MOBILE HOME PARK,Non-Adjusted,Hillsborough (Primary),78,Natural                       ,No,Ground
FL-6291087,LITTLE MANATEE ISLES TP,Non-Adjusted,Hillsborough (Primary),125,Natural                       ,No,Ground
FL-6291088,LITTLE MANATEE SPRINGS MHP,Non-Adjusted,Hillsborough (Primary),474,Natural                       ,No,Ground
FL-6291096,LIVINGSTON MHP,Non-Adjusted,Hillsborough (Primary),116,Natural                       ,No,Ground
FL-6291104,STONE LEDGE MANOR,Non-Adjusted,Hillsborough (Primary),61,Natural                       ,No,Ground
FL-6291139,WILD WOOD ACRES APTS,Consecutive,Hillsborough (Primary),1202,H2SiF6,Yes,Ground
FL-6291170,DUNCAN'S M.H.P.,Non-Adjusted,Hillsborough (Primary),48,Natural                       ,No,Ground
FL-6291213,EASY LIVING MHP,Non-Adjusted,Hillsborough (Primary),118,Natural                       ,No,Ground
FL-6291251,HIDDEN OAKS MHP,Non-Adjusted,Hillsborough (Primary),121,Natural                       ,No,Ground
FL-6291252,NEPTUNE VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),218,Natural                       ,No,Ground
FL-6291276,MONTANA'S MHP,Non-Adjusted,Hillsborough (Primary),70,Natural                       ,No,Ground
FL-6291280,OAK HILL VILLAGE MHP,Non-Adjusted,Hillsborough (Primary),286,Natural                       ,No,Ground
FL-6291288,HCWRS/OAKVIEW ESTATES,Consecutive,Polk (Primary),578,H2SiF6,Yes,Ground
FL-6291341,"PARADISE VILLAGE,ATTN: JOHN",Non-Adjusted,Hillsborough (Primary),1098,Natural                       ,No,Ground
FL-6291372,PEBBLE CREEK,Consecutive,Hillsborough (Primary),4838,H2SiF6,Yes,Surface
FL-6291445,BLACKDAIRY ROAD TP,Non-Adjusted,Hillsborough (Primary),72,Natural                       ,No,Ground
FL-6291481,RANCH OAKS MHP,Non-Adjusted,Hillsborough (Primary),147,Natural                       ,No,Ground
FL-6291483,RAY-MAR MHP,Non-Adjusted,Hillsborough (Primary),80,Natural                       ,No,Ground
FL-6291521,RIVERSIDE MHP,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6291524,RIVIERA MHP,Non-Adjusted,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6291529,GUTHRIES SUNSHINE PK,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6291531,ROBINSON ORANGE PARK,Non-Adjusted,Hillsborough (Primary),224,Natural                       ,No,Ground
FL-6291541,FEATHEROCK MHP,Non-Adjusted,Hillsborough (Primary),933,Natural                       ,No,Ground
FL-6291547,ROSEBROOK MPH,Non-Adjusted,Hillsborough (Primary),116,Natural                       ,No,Ground
FL-6291575,SAFFOLD FARMS,Non-Adjusted,Hillsborough (Primary),26,Natural                       ,No,Ground
FL-6291581,SAN-REMO SUBDIVISION,Non-Adjusted,Hillsborough (Primary),219,Natural                       ,No,Ground
FL-6291597,RIVERSIDE GOLF COURSE COMMUNITY LLC,Non-Adjusted,Hillsborough (Primary),989,Natural                       ,No,Ground
FL-6291610,SHADY GROVE,Non-Adjusted,Hillsborough (Primary),38,Natural                       ,No,Ground
FL-6291684,SPANISH MAIN TRAVEL RESORT,Non-Adjusted,Hillsborough (Primary),254,Natural                       ,No,Ground
FL-6291687,SPEER MHP,Non-Adjusted,Hillsborough (Primary),241,Natural                       ,No,Ground
FL-6291761,SUNRISE MHP,Non-Adjusted,Hillsborough (Primary),335,Natural                       ,No,Ground
FL-6291767,SUNSHINE TP,Non-Adjusted,Hillsborough (Primary),22,Natural                       ,No,Ground
FL-6291776,KINGS OAK MHP,Non-Adjusted,Hillsborough (Primary),36,Natural                       ,No,Ground
FL-6291791,TEMPLE TERRACE UTILITY,Adjusted,Hillsborough (Primary),27942,H2SiF6,Yes,Ground
FL-6291810,CRAWFORD 3 B'S,Non-Adjusted,Hillsborough (Primary),63,Natural                       ,No,Ground
FL-6291840,TOWN & COUNTRY MHP,Non-Adjusted,Hillsborough (Primary),143,Natural                       ,No,Ground
FL-6291847,STONEBRIDGE MHP,Non-Adjusted,Hillsborough (Primary),80,Natural                       ,No,Ground
FL-6291870,TWIN PALMS COURT,Non-Adjusted,Hillsborough (Primary),122,Natural                       ,No,Ground
FL-6291882,UNIV OF SOUTH FLORIDA,Non-Adjusted,Hillsborough (Primary),44707,Natural                       ,No,Ground
FL-6291969,PINE OAKS MHP,Non-Adjusted,Hillsborough (Primary),279,Natural                       ,No,Ground
FL-6291984,SUN CITY MHP,Non-Adjusted,Hillsborough (Primary),84,Natural                       ,No,Ground
FL-6291988,WINDWARD KNOLL MHP,Non-Adjusted,Hillsborough (Primary),222,Natural                       ,No,Ground
FL-6292076,RAINTREE OAKS,Non-Adjusted,Hillsborough (Primary),89,Natural                       ,No,Ground
FL-6292080,42ND STREET APARTMENTS,Non-Adjusted,Hillsborough (Primary),143,Natural                       ,No,Ground
FL-6292081,HCWRS/HERSHEL HEIGHTS,Consecutive,Hillsborough (Primary),697,H2SiF6,Yes,Surface
FL-6292089,LA CASA MIA,Non-Adjusted,Hillsborough (Primary),49,Natural                       ,No,Ground
FL-6292096,SPRINGTREE APTS,Non-Adjusted,Hillsborough (Primary),46,Natural                       ,No,Ground
FL-6292099,TERRACE SQUARE APTS,Non-Adjusted,Hillsborough (Primary),40,Natural                       ,No,Ground
FL-6292235,MEGCHAD MHP,Non-Adjusted,Hillsborough (Primary),67,Natural                       ,No,Ground
