,PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
240,1170168,COTTAGE HILL WATER WORKS,4,PLANT FOR WELL 4 - STACY ROAD,Z,19.0,OTHER/PH ADJUSTMENT
241,1170259,"FARM HILL UTILITIES, INC.",1,PLANT #1,B,2.0,DISINFECT/HYPOCHLORIN
242,1170259,"FARM HILL UTILITIES, INC.",1,PLANT #1,Z,19.0,OTHER/PH ADJUSTMENT
243,1170259,"FARM HILL UTILITIES, INC.",2,PLANT 2,B,1.0,DISINFECT/GASEOUS CHLORIN
244,1170259,"FARM HILL UTILITIES, INC.",2,PLANT 2,Z,19.0,OTHER/PH ADJUSTMENT
245,1170259,"FARM HILL UTILITIES, INC.",3,PLANT 3,B,1.0,DISINFECT/GASEOUS CHLORIN
246,1170259,"FARM HILL UTILITIES, INC.",3,PLANT 3,Z,19.0,OTHER/PH ADJUSTMENT
247,1170259,"FARM HILL UTILITIES, INC.",4,PLANT 4 - OFFICE,B,1.0,DISINFECT/GASEOUS CHLORIN
248,1170259,"FARM HILL UTILITIES, INC.",4,PLANT 4 - OFFICE,Z,19.0,OTHER/PH ADJUSTMENT
249,1170302,"GONZALEZ UTILITIES ASSOCIATION, INC.",1,PLANT FOR WELL 1,B,2.0,DISINFECT/HYPOCHLORIN
250,1170302,"GONZALEZ UTILITIES ASSOCIATION, INC.",1,PLANT FOR WELL 1,Z,19.0,OTHER/PH ADJUSTMENT
251,1170302,"GONZALEZ UTILITIES ASSOCIATION, INC.",2,PLANT FOR WELL 2,B,1.0,DISINFECT/GASEOUS CHLORIN
252,1170302,"GONZALEZ UTILITIES ASSOCIATION, INC.",2,PLANT FOR WELL 2,Z,19.0,OTHER/PH ADJUSTMENT
253,1170302,"GONZALEZ UTILITIES ASSOCIATION, INC.",3,PLANT FOR WELL 3,B,1.0,DISINFECT/GASEOUS CHLORIN
254,1170302,"GONZALEZ UTILITIES ASSOCIATION, INC.",3,PLANT FOR WELL 3,Z,19.0,OTHER/PH ADJUSTMENT
255,1170319,GULF ISLANDS NATIONAL SEASHORE,1,PLANT #1,B,2.0,DISINFECT/HYPOCHLORIN
256,1170475,"MOLINO UTILITIES, INC.",1,PLANT #1,B,2.0,DISINFECT/HYPOCHLORIN
257,1170475,"MOLINO UTILITIES, INC.",1,PLANT #1,Z,19.0,OTHER/PH ADJUSTMENT
258,1170475,"MOLINO UTILITIES, INC.",2,PLANT #2,B,2.0,DISINFECT/HYPOCHLORIN
259,1170475,"MOLINO UTILITIES, INC.",2,PLANT #2,Z,19.0,OTHER/PH ADJUSTMENT
260,1170475,"MOLINO UTILITIES, INC.",3,PLANT #3,B,1.0,DISINFECT/GASEOUS CHLORIN
261,1170475,"MOLINO UTILITIES, INC.",3,PLANT #3,Z,19.0,OTHER/PH ADJUSTMENT
262,1170475,"MOLINO UTILITIES, INC.",4,PLANT #4,B,1.0,DISINFECT/GASEOUS CHLORIN
263,1170475,"MOLINO UTILITIES, INC.",4,PLANT #4,Z,19.0,OTHER/PH ADJUSTMENT
264,1170477,ASCEND PERFORMANCE MATERIALS (SOLUTIA),1,ASCEND WATER TREATMENT PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
265,1170477,ASCEND PERFORMANCE MATERIALS (SOLUTIA),1,ASCEND WATER TREATMENT PLANT,D,19.0,CORR-CTRL/PH ADJUSTMENT
266,1170477,ASCEND PERFORMANCE MATERIALS (SOLUTIA),1,ASCEND WATER TREATMENT PLANT,Z,20.0,OTHER/AERATION
267,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),1,DUNAWAY,B,1.0,DISINFECT/GASEOUS CHLORIN
268,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),1,DUNAWAY,D,19.0,CORR-CTRL/PH ADJUSTMENT
269,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),1,DUNAWAY,D,36.0,CORR-CTRL/CORROSION INHIB
270,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,B,1.0,DISINFECT/GASEOUS CHLORIN
271,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,D,19.0,CORR-CTRL/PH ADJUSTMENT
272,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,D,36.0,CORR-CTRL/CORROSION INHIB
273,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,Z,23.0,OTHER/GAC ADDITION
274,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),2,AIRPORT NORTH,Z,27.0,OTHER/FLUORIDATION
275,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),3,ENSLEY,B,1.0,DISINFECT/GASEOUS CHLORIN
276,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),3,ENSLEY,D,19.0,CORR-CTRL/PH ADJUSTMENT
277,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),3,ENSLEY,F,23.0,ORGN-RMVL/GAC ADDITION
278,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),4,UNIVERSITY PARKWAY,B,1.0,DISINFECT/GASEOUS CHLORIN
279,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),4,UNIVERSITY PARKWAY,D,19.0,CORR-CTRL/PH ADJUSTMENT
280,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),4,UNIVERSITY PARKWAY,D,36.0,CORR-CTRL/CORROSION INHIB
281,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,B,1.0,DISINFECT/GASEOUS CHLORIN
282,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,D,19.0,CORR-CTRL/PH ADJUSTMENT
283,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,D,36.0,CORR-CTRL/CORROSION INHIB
284,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,Z,23.0,OTHER/GAC ADDITION
285,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),5,4-OLF,Z,27.0,OTHER/FLUORIDATION
286,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),6,AVONDALE,B,1.0,DISINFECT/GASEOUS CHLORIN
287,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),6,AVONDALE,Z,23.0,OTHER/GAC ADDITION
288,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,B,1.0,DISINFECT/GASEOUS CHLORIN
289,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,D,19.0,CORR-CTRL/PH ADJUSTMENT
290,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,D,36.0,CORR-CTRL/CORROSION INHIB
291,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),7,HAGLER,Z,27.0,OTHER/FLUORIDATION
292,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),8,9TH AVENUE,B,1.0,DISINFECT/GASEOUS CHLORIN
293,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),8,9TH AVENUE,F,23.0,ORGN-RMVL/GAC ADDITION
294,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,B,1.0,DISINFECT/GASEOUS CHLORIN
295,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,D,19.0,CORR-CTRL/PH ADJUSTMENT
296,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,D,36.0,CORR-CTRL/CORROSION INHIB
297,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,F,23.0,ORGN-RMVL/GAC ADDITION
298,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),9,MCALLISTER,Z,27.0,OTHER/FLUORIDATION
299,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),10,DAVIS,B,1.0,DISINFECT/GASEOUS CHLORIN
300,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),10,DAVIS,D,19.0,CORR-CTRL/PH ADJUSTMENT
301,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),10,DAVIS,Z,27.0,OTHER/FLUORIDATION
302,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,B,1.0,DISINFECT/GASEOUS CHLORIN
303,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,D,19.0,CORR-CTRL/PH ADJUSTMENT
304,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,D,36.0,CORR-CTRL/CORROSION INHIB
305,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),11,BROAD STREET,Z,27.0,OTHER/FLUORIDATION
306,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,B,1.0,DISINFECT/GASEOUS CHLORIN
307,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,D,19.0,CORR-CTRL/PH ADJUSTMENT
308,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,D,36.0,CORR-CTRL/CORROSION INHIB
309,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,Z,23.0,OTHER/GAC ADDITION
310,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),12,SWEENEY,Z,27.0,OTHER/FLUORIDATION
311,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),13,OLIVE ROAD,B,1.0,DISINFECT/GASEOUS CHLORIN
312,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),13,OLIVE ROAD,D,19.0,CORR-CTRL/PH ADJUSTMENT
313,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),13,OLIVE ROAD,D,36.0,CORR-CTRL/CORROSION INHIB
314,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),14,NO. 9,B,1.0,DISINFECT/GASEOUS CHLORIN
315,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),14,NO. 9,F,23.0,ORGN-RMVL/GAC ADDITION
316,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),15,EAST PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
317,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),15,EAST PLANT,F,23.0,ORGN-RMVL/GAC ADDITION
318,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
319,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,D,19.0,CORR-CTRL/PH ADJUSTMENT
320,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,D,36.0,CORR-CTRL/CORROSION INHIB
321,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),16,WEST PLANT,F,23.0,ORGN-RMVL/GAC ADDITION
322,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,B,1.0,DISINFECT/GASEOUS CHLORIN
323,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,D,19.0,CORR-CTRL/PH ADJUSTMENT
324,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,D,36.0,CORR-CTRL/CORROSION INHIB
325,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,F,23.0,ORGN-RMVL/GAC ADDITION
326,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),17,WEST PENSACOLA,Z,27.0,OTHER/FLUORIDATION
327,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",B,1.0,DISINFECT/GASEOUS CHLORIN
328,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",D,19.0,CORR-CTRL/PH ADJUSTMENT
329,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",D,36.0,CORR-CTRL/CORROSION INHIB
330,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),18,"""W"" & AVERY",Z,27.0,OTHER/FLUORIDATION
331,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",B,1.0,DISINFECT/GASEOUS CHLORIN
332,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",D,19.0,CORR-CTRL/PH ADJUSTMENT
333,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",D,36.0,CORR-CTRL/CORROSION INHIB
334,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",F,23.0,ORGN-RMVL/GAC ADDITION
335,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),19,"""F"" & SCOTT",Z,27.0,OTHER/FLUORIDATION
336,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,B,1.0,DISINFECT/GASEOUS CHLORIN
337,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,D,19.0,CORR-CTRL/PH ADJUSTMENT
338,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,D,36.0,CORR-CTRL/CORROSION INHIB
339,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,F,23.0,ORGN-RMVL/GAC ADDITION
340,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),20,LILLIAN,Z,27.0,OTHER/FLUORIDATION
341,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,B,1.0,DISINFECT/GASEOUS CHLORIN
342,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,D,19.0,CORR-CTRL/PH ADJUSTMENT
343,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,D,36.0,CORR-CTRL/CORROSION INHIB
344,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,F,23.0,ORGN-RMVL/GAC ADDITION
345,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),21,BRONSON,Z,27.0,OTHER/FLUORIDATION
346,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),22,MONTCLAIR #1,B,1.0,DISINFECT/GASEOUS CHLORIN
347,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),22,MONTCLAIR #1,D,19.0,CORR-CTRL/PH ADJUSTMENT
348,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),22,MONTCLAIR #1,F,23.0,ORGN-RMVL/GAC ADDITION
349,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,B,1.0,DISINFECT/GASEOUS CHLORIN
350,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,D,19.0,CORR-CTRL/PH ADJUSTMENT
351,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,F,23.0,ORGN-RMVL/GAC ADDITION
352,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),23,MONTCLAIR #2,Z,27.0,OTHER/FLUORIDATION
353,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),24,MONTCLAIR #3,B,1.0,DISINFECT/GASEOUS CHLORIN
354,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),24,MONTCLAIR #3,D,19.0,CORR-CTRL/PH ADJUSTMENT
355,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,B,1.0,DISINFECT/GASEOUS CHLORIN
356,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,D,19.0,CORR-CTRL/PH ADJUSTMENT
357,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,D,36.0,CORR-CTRL/CORROSION INHIB
358,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,F,23.0,ORGN-RMVL/GAC ADDITION
359,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),25,NO. 6,Z,27.0,OTHER/FLUORIDATION
360,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),26,NO. 8,B,1.0,DISINFECT/GASEOUS CHLORIN
361,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),26,NO. 8,F,23.0,ORGN-RMVL/GAC ADDITION
362,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),27,CARRIAGE HILLS,B,1.0,DISINFECT/GASEOUS CHLORIN
363,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),27,CARRIAGE HILLS,D,19.0,CORR-CTRL/PH ADJUSTMENT
364,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),27,CARRIAGE HILLS,D,36.0,CORR-CTRL/CORROSION INHIB
365,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,B,1.0,DISINFECT/GASEOUS CHLORIN
366,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,D,19.0,CORR-CTRL/PH ADJUSTMENT
367,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,D,36.0,CORR-CTRL/CORROSION INHIB
368,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,F,23.0,ORGN-RMVL/GAC ADDITION
369,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),28,VILLA DRIVE,Z,27.0,OTHER/FLUORIDATION
370,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),29,ROYCE,B,1.0,DISINFECT/GASEOUS CHLORIN
371,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),29,ROYCE,D,19.0,CORR-CTRL/PH ADJUSTMENT
372,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),29,ROYCE,D,36.0,CORR-CTRL/CORROSION INHIB
373,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,B,1.0,DISINFECT/GASEOUS CHLORIN
374,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,D,19.0,CORR-CTRL/PH ADJUSTMENT
375,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,D,36.0,CORR-CTRL/CORROSION INHIB
376,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,Z,23.0,OTHER/GAC ADDITION
377,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),30,ELLYSON FIELD,Z,27.0,OTHER/FLUORIDATION
378,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,B,1.0,DISINFECT/GASEOUS CHLORIN
379,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,D,19.0,CORR-CTRL/PH ADJUSTMENT
380,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,D,36.0,CORR-CTRL/CORROSION INHIB
381,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),31,CANTONMENT,Z,27.0,OTHER/FLUORIDATION
382,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),32,TENNANT,B,1.0,DISINFECT/GASEOUS CHLORIN
383,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),32,TENNANT,D,19.0,CORR-CTRL/PH ADJUSTMENT
384,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),32,TENNANT,D,36.0,CORR-CTRL/CORROSION INHIB
385,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),33,MCCRORY,B,1.0,DISINFECT/GASEOUS CHLORIN
386,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),33,MCCRORY,D,19.0,CORR-CTRL/PH ADJUSTMENT
387,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),33,MCCRORY,D,36.0,CORR-CTRL/CORROSION INHIB
388,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),34,PENSACOLA BEACH BOOSTER STATIO,B,1.0,DISINFECT/GASEOUS CHLORIN
389,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),34,PENSACOLA BEACH BOOSTER STATIO,D,36.0,CORR-CTRL/CORROSION INHIB
390,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),35,SORRENTO ROAD BOOSTER STATION,B,1.0,DISINFECT/GASEOUS CHLORIN
391,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,B,1.0,DISINFECT/GASEOUS CHLORIN
392,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,D,19.0,CORR-CTRL/PH ADJUSTMENT
393,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,D,36.0,CORR-CTRL/CORROSION INHIB
394,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,Z,23.0,OTHER/GAC ADDITION
395,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),36,SPANISH TRAIL,Z,27.0,OTHER/FLUORIDATION
396,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,B,1.0,DISINFECT/GASEOUS CHLORIN
397,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,D,19.0,CORR-CTRL/PH ADJUSTMENT
398,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,D,36.0,CORR-CTRL/CORROSION INHIB
399,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,Z,23.0,OTHER/GAC ADDITION
400,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),38,MULDOON PLANT - ECUA #46,Z,27.0,OTHER/FLUORIDATION
401,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,B,1.0,DISINFECT/GASEOUS CHLORIN
402,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,D,19.0,CORR-CTRL/PH ADJUSTMENT
403,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,D,36.0,CORR-CTRL/CORROSION INHIB
404,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,F,23.0,ORGN-RMVL/GAC ADDITION
405,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),39,HUMPHREYS WELL,Z,27.0,OTHER/FLUORIDATION
406,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
407,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,D,36.0,CORR-CTRL/CORROSION INHIB
408,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,Z,19.0,OTHER/PH ADJUSTMENT
409,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),40,NINE MILE ROAD PLANT,Z,27.0,OTHER/FLUORIDATION
410,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,B,1.0,DISINFECT/GASEOUS CHLORIN
411,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,D,19.0,CORR-CTRL/PH ADJUSTMENT
412,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,D,36.0,CORR-CTRL/CORROSION INHIB
413,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),41,KINGSFIELD TREATMENT FACILITY,Z,27.0,OTHER/FLUORIDATION
414,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
415,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,D,19.0,CORR-CTRL/PH ADJUSTMENT
416,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,D,36.0,CORR-CTRL/CORROSION INHIB
417,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,F,23.0,ORGN-RMVL/GAC ADDITION
418,1170525,EMERALD COAST UTILITIES AUTHORITY (ECUA),42,GEORGE E. WATSON PLANT,Z,27.0,OTHER/FLUORIDATION
419,1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,B,1.0,DISINFECT/GASEOUS CHLORIN
420,1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,C,23.0,PART-RMVL/GAC ADDITION
421,1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,D,19.0,CORR-CTRL/PH ADJUSTMENT
422,1170527,PEOPLES WATER SERVICE COMPANY,1,PLANT #3--MINDO,Z,19.0,OTHER/PH ADJUSTMENT
423,1170527,PEOPLES WATER SERVICE COMPANY,2,PLANT #4 - FLEET,B,1.0,DISINFECT/GASEOUS CHLORIN
424,1170527,PEOPLES WATER SERVICE COMPANY,2,PLANT #4 - FLEET,D,19.0,CORR-CTRL/PH ADJUSTMENT
425,1170527,PEOPLES WATER SERVICE COMPANY,2,PLANT #4 - FLEET,Z,19.0,OTHER/PH ADJUSTMENT
426,1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,B,1.0,DISINFECT/GASEOUS CHLORIN
427,1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,C,23.0,PART-RMVL/GAC ADDITION
428,1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,D,19.0,CORR-CTRL/PH ADJUSTMENT
429,1170527,PEOPLES WATER SERVICE COMPANY,3,PLANT 5,Z,19.0,OTHER/PH ADJUSTMENT
430,1170527,PEOPLES WATER SERVICE COMPANY,5,PLANT 8 (BEHIND GOOFY GOLF),B,1.0,DISINFECT/GASEOUS CHLORIN
431,1170527,PEOPLES WATER SERVICE COMPANY,5,PLANT 8 (BEHIND GOOFY GOLF),D,19.0,CORR-CTRL/PH ADJUSTMENT
432,1170527,PEOPLES WATER SERVICE COMPANY,5,PLANT 8 (BEHIND GOOFY GOLF),Z,19.0,OTHER/PH ADJUSTMENT
433,1170527,PEOPLES WATER SERVICE COMPANY,6,PLANT 9  --  BRANDON AVE,B,1.0,DISINFECT/GASEOUS CHLORIN
434,1170527,PEOPLES WATER SERVICE COMPANY,6,PLANT 9  --  BRANDON AVE,D,19.0,CORR-CTRL/PH ADJUSTMENT
435,1170527,PEOPLES WATER SERVICE COMPANY,6,PLANT 9  --  BRANDON AVE,Z,19.0,OTHER/PH ADJUSTMENT
436,1170548,N.A.S. PENSACOLA,1,PENSACOLA,B,1.0,DISINFECT/GASEOUS CHLORIN
437,1170548,N.A.S. PENSACOLA,2,WELL #2,B,1.0,DISINFECT/GASEOUS CHLORIN
438,1170552,BLUFF SPRINGS (R.L.D.S.) CAMPGROUND,1,HYPOCHLORITE PLANT,B,2.0,DISINFECT/HYPOCHLORIN
439,1170552,BLUFF SPRINGS (R.L.D.S.) CAMPGROUND,1,HYPOCHLORITE PLANT,H,24.0,SOFTENING/LIME-SODA
440,1170590,NAVARRE BEACH WATER DEPARTMENT,1,NAVARRE BEACH,B,1.0,DISINFECT/GASEOUS CHLORIN
441,1170590,NAVARRE BEACH WATER DEPARTMENT,2,WELL #2,B,1.0,DISINFECT/GASEOUS CHLORIN
