,PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source,year
220,FL-2124295,242 VILLAGE SUBDIVISION,Non-Adjusted,Columbia (Primary),144,Natural                       ,No,Ground,2019
221,FL-2124372,BRANDON-BRENT WTP,Non-Adjusted,Columbia (Primary),241,Natural                       ,No,Ground,2019
222,FL-2124375,VERNDALE APARTMENTS,Non-Adjusted,Columbia (Primary),335,Natural                       ,No,Ground,2019
223,FL-2124399,"FORT WHITE, TOWN OF",Non-Adjusted,Columbia (Primary),671,Natural                       ,No,Ground,2019
224,FL-2124409,LANCE WATER,Non-Adjusted,Columbia (Primary),67,Natural                       ,No,Ground,2019
225,FL-2124413,Columbia County Water System,Non-Adjusted,Columbia (Primary),67,Natural                       ,No,Ground,2019
226,FL-2150243,CROSS CITY WTP,Non-Adjusted,Dixie (Primary),2548,Natural                       ,No,Ground,2019
227,FL-2150512,HORSESHOE BEACH WTP,Non-Adjusted,Dixie (Primary),268,Natural                       ,No,Ground,2019
228,FL-2151026,SHADY OAKS RV AND MHP,Non-Adjusted,Dixie (Primary),67,Natural                       ,No,Ground,2019
229,FL-2151140,SUWANNEE WATER & SEWER DIST.,Non-Adjusted,Dixie (Primary),1869,Natural                       ,No,Ground,2019
230,FL-2160053,BALDWIN WATER SYSTEM,Non-Adjusted,Duval (Primary),1600,Natural                       ,No,Ground,2019
231,FL-2160110,SUNNY OAKS SOUTH,Non-Adjusted,Duval (Primary),72,Natural                       ,No,Ground,2019
232,FL-2160200,ATLANTIC BEACH WATER SYSTEM,Natural,Duval (Primary),21015,Natural                       ,Yes,Ground,2019
233,FL-2160206,NEPTUNE BEACH,Natural,Duval (Primary),6500,Natural                       ,Yes,Ground,2019
234,FL-2160254,DANIEL MEMORIAL HOME,Non-Adjusted,Duval (Primary),54,Natural                       ,No,Ground,2019
235,FL-2160390,CRYSTAL SPRINGS ESTATES MHP,Non-Adjusted,Duval (Primary),313,Natural                       ,No,Ground,2019
236,FL-2160563,JACKSONVILLE BEACH WTP,Natural,Duval (Primary),20814,Natural                       ,Yes,Ground,2019
237,FL-2160568,JACKSONVILLE UNIVERSITY,Non-Adjusted,Duval (Primary),3112,Natural                       ,No,Ground,2019
238,FL-2160601,YUKON INDUSTRIES LTD.,Non-Adjusted,Duval (Primary),38,Natural                       ,No,Ground,2019
239,FL-2160654,STUDY ESTATES MHP,Non-Adjusted,Duval (Primary),54,Natural                       ,No,Ground,2019
240,FL-2160734,N.A.S. MAYPORT (MAINSIDE),Natural,Duval (Primary),18330,Natural                       ,Yes,Ground,2019
241,FL-2160735,JEA: MAYPORT WTP,Natural,Duval (Primary),224,Natural                       ,Yes,Ground,2019
242,FL-2160811,NORMANDY VILLAGE UTILITY CO.,Natural,Duval (Primary),3016,Natural                       ,Yes,Ground,2019
243,FL-2160824,"OCEANWAY OAKS, LLC",Non-Adjusted,Duval (Primary),67,Natural                       ,No,Ground,2019
244,FL-2161043,SILVER DOLPHIN,Non-Adjusted,Duval (Primary),22,Natural                       ,No,Ground,2019
245,FL-2161212,N.A.S. JACKSONVILLE,Consecutive,Duval (Primary),19671,Natural                       ,Yes,Unknown,2019
246,FL-2161276,OAKS OF ATLANTIC BEACH,Natural,Duval (Primary),511,Natural                       ,Yes,Ground,2019
247,FL-2161328,JEA: MAJOR GRID,Natural,Duval (Primary),661509,Natural                       ,Yes,Ground,2019
248,FL-2161333,BLAIR ROAD APTS,Non-Adjusted,Duval (Primary),54,Natural                       ,No,Ground,2019
249,FL-2161337,BARCELONA APARTMENTS,Non-Adjusted,Duval (Primary),50,Natural                       ,No,Ground,2019
250,FL-2164003,N.A.S. YELLOW WATER HOUSING,Non-Adjusted,Duval (Primary),894,Natural                       ,No,Unknown,2019
251,FL-2164279,NEIGHBORHOOD UTILITIES (TIMBER CREEK WTP),Non-Adjusted,Duval (Primary),908,Natural                       ,No,Ground,2019
252,FL-2164400,BELLE OAKS WTP,Non-Adjusted,Duval (Primary),54,Natural                       ,No,Ground,2019
253,FL-2164401,DINSMORE  CORRECTIONAL,Natural,Duval (Primary),134,Natural                       ,Yes,Ground,2019
254,FL-2164494,BAILEY'S MHP (NORTH),Non-Adjusted,Duval (Primary),67,Natural                       ,No,Ground,2019
255,FL-2180002,BEVERLY BEACH WATER SYSTEM,Consecutive,Flagler (Primary),1263,Natural                       ,No,Ground,2019
256,FL-2180132,BULOW VILLAGE,Non-Adjusted,Flagler (Primary),895,Natural                       ,No,Ground,2019
257,FL-2180134,BUNNELL WATER PLANT,Non-Adjusted,Flagler (Primary),2368,Natural                       ,No,Ground,2019
258,FL-2180349,FLAGLER BEACH WTP,Non-Adjusted,Flagler (Primary),4344,Natural                       ,No,Ground,2019
259,FL-2180863,PALM COAST UTILITY,Non-Adjusted,Flagler (Primary),71821,Natural                       ,No,Ground,2019
260,FL-2181288,HOLIDAY TRAVEL PARK,Non-Adjusted,Flagler (Primary),73,Natural                       ,No,Ground,2019
261,FL-2184251,PLANTATION BAY WTP,Non-Adjusted,Flagler (Primary),3129,Natural                       ,No,Ground,2019
262,FL-2184259,DUNES COMMUNITY DEVELOPMENT DISTRICT,Consecutive,Flagler (Primary),4109,Natural                       ,No,Ground,2019
263,FL-2210647,LANCASTER CORRECTIONAL INSTITU,Non-Adjusted,Gilchrist (Primary),1051,Natural                       ,No,Ground,2019
264,FL-2211188,TRENTON WATER DEPT.,Non-Adjusted,Gilchrist (Primary),1252,Natural                       ,No,Ground,2019
265,FL-2240570,JASPER WTP,Non-Adjusted,Hamilton (Primary),3774,Natural                       ,No,Ground,2019
266,FL-2240579,JENNINGS WTP,Non-Adjusted,Hamilton (Primary),799,Natural                       ,No,Ground,2019
267,FL-2241264,WHITE SPRINGS WTP,Non-Adjusted,Hamilton (Primary),732,Natural                       ,No,Ground,2019
268,FL-2331185,JEFFERSON CORRECTIONAL INST.,Non-Adjusted,Jefferson (Primary),1162,Natural                       ,No,Ground,2019
269,FL-2341181,MAYO WATER DEPART.,Non-Adjusted,Lafayette (Primary),715,Natural                       ,No,Ground,2019
270,FL-2341182,MAYO CORRECTIONAL INSTITUTION,Non-Adjusted,Lafayette (Primary),1341,Natural                       ,No,Ground,2019
271,FL-2380178,CEDAR KEY WTP,Non-Adjusted,Levy (Primary),629,Natural                       ,No,Ground,2019
272,FL-2380188,MANATEE UTILITIES,Non-Adjusted,Levy (Primary),259,Natural                       ,No,Ground,2019
273,FL-2380189,CHIEFLAND WTP,Non-Adjusted,Levy (Primary),1816,Natural                       ,No,Ground,2019
274,FL-2380387,FOWLERS BLUFF WTP,Non-Adjusted,Levy (Primary),268,Natural                       ,No,Ground,2019
275,FL-2380854,OTTER CREEK WTP,Non-Adjusted,Levy (Primary),121,Natural                       ,No,Ground,2019
276,FL-2381178,BRONSON WTP,Non-Adjusted,Levy (Primary),1006,Natural                       ,No,Ground,2019
277,FL-2381208,UNIVERSITY OAKS MHP,Non-Adjusted,Levy (Primary),330,Natural                       ,No,Ground,2019
278,FL-2381409,FIMC HIDEAWAY INC,Non-Adjusted,Levy (Primary),246,Natural                       ,No,Ground,2019
279,FL-2381411,FANNING SPRINGS WS,Non-Adjusted,Levy (Primary),769,Natural                       ,No,Ground,2019
280,FL-2400185,CHERRY LAKE WTP,Non-Adjusted,Madison (Primary),671,Natural                       ,No,Ground,2019
281,FL-2400205,MADISON WATER DEPART.,Adjusted,Madison (Primary),6572,H2SiF6,Yes,Ground,2019
282,FL-2400440,GREENVILLE WTP,Non-Adjusted,Madison (Primary),715,Natural                       ,No,Ground,2019
283,FL-2401296,"LEE , TOWN OF",Non-Adjusted,Madison (Primary),346,Natural                       ,No,Ground,2019
284,FL-2450022,NASSAU - AMELIA UTILITIES,Natural,Nassau (Primary),8530,Natural                       ,Yes,Ground,2019
285,FL-2450146,CALLAHAN WATER TREATMENT PLANT,Non-Adjusted,Nassau (Primary),1419,Natural                       ,No,Ground,2019
286,FL-2450364,CITY OF FERNANDINA BCH UTILITIES,Natural,Nassau (Primary),14306,Natural                       ,Yes,Ground,2019
287,FL-2450431,GOODBREAD MOBILE HOME PARK,Non-Adjusted,Nassau (Primary),54,Natural                       ,No,Ground,2019
288,FL-2451002,SANDPIPER MHP,Non-Adjusted,Nassau (Primary),27,Natural                       ,No,Ground,2019
289,FL-2451147,TEAKWOOD MOBILE HOME PARK,Non-Adjusted,Nassau (Primary),72,Natural                       ,No,Ground,2019
290,FL-2451179,HILLIARD WTP,Non-Adjusted,Nassau (Primary),2682,Natural                       ,No,Ground,2019
291,FL-2451322,MARSH COVE APTS.,Non-Adjusted,Nassau (Primary),371,Natural                       ,No,Ground,2019
292,FL-2451323,NASSAU ACRES MHP,Non-Adjusted,Nassau (Primary),46,Natural                       ,No,Ground,2019
293,FL-2454138,DAYSPRING VILLAGE,Non-Adjusted,Nassau (Primary),138,Natural                       ,No,Ground,2019
294,FL-2454282,YULEE VILLAS,Non-Adjusted,Nassau (Primary),153,Natural                       ,No,Ground,2019
295,FL-2454300,GREEN ACRES OF YULEE,Non-Adjusted,Nassau (Primary),150,Natural                       ,No,Ground,2019
296,FL-2454338,LOFTON OAKS WTP,Natural,Nassau (Primary),14711,Natural                       ,Yes,Ground,2019
297,FL-2540058,BASS CAPITAL MHP,Non-Adjusted,Putnam (Primary),89,Natural                       ,No,Ground,2019
298,FL-2540070,BEECHER'S POINT S/D,Consecutive,Putnam (Primary),169,Natural                       ,No,Ground,2019
299,FL-2540239,CRESCENT CITY WTP,Non-Adjusted,Putnam (Primary),1609,Natural                       ,No,Ground,2019
300,FL-2540482,HERMITS COVE WATER SYSTEM,Non-Adjusted,Putnam (Primary),499,Natural                       ,No,Ground,2019
301,FL-2540545,INTERLACHEN LAKE ESTATES,Non-Adjusted,Putnam (Primary),637,Natural                       ,No,Ground,2019
302,FL-2540631,LAKE COMO WATER ASSOCIATION,Non-Adjusted,Putnam (Primary),402,Natural                       ,No,Ground,2019
303,FL-2540865,PALM PORT SUBDIVISION,Non-Adjusted,Putnam (Primary),284,Natural                       ,No,Ground,2019
304,FL-2540905,POMONA PARK WATER SYSTEM,Non-Adjusted,Putnam (Primary),601,Natural                       ,No,Ground,2019
305,FL-2540911,PORT BUENA VISTA,Non-Adjusted,Putnam (Primary),121,Natural                       ,No,Ground,2019
306,FL-2540959,RIVERGROVE SUBDIVISON WTP,Non-Adjusted,Putnam (Primary),335,Natural                       ,No,Ground,2019
307,FL-2540964,RIVER PARK T/P,Non-Adjusted,Putnam (Primary),894,Natural                       ,No,Ground,2019
308,FL-2540974,RODEHEAVER BOYS RANCH,Non-Adjusted,Putnam (Primary),63,Natural                       ,No,Ground,2019
309,FL-2541008,SARATOGA HARBOR,Non-Adjusted,Putnam (Primary),134,Natural                       ,No,Ground,2019
310,FL-2541086,ST. JOHNS HARBOR,Non-Adjusted,Putnam (Primary),291,Natural                       ,No,Ground,2019
311,FL-2541087,SAINT JOHNS CAMPGROUND,Non-Adjusted,Putnam (Primary),72,Natural                       ,No,Ground,2019
312,FL-2541180,INTERLACHEN WTP,Non-Adjusted,Putnam (Primary),676,Natural                       ,No,Ground,2019
313,FL-2541200,RIVER VILLAS,Non-Adjusted,Putnam (Primary),85,Natural                       ,No,Ground,2019
314,FL-2541242,WELAKA MHP,Non-Adjusted,Putnam (Primary),284,Natural                       ,No,Ground,2019
315,FL-2541280,WOOTEN'S MHP,Non-Adjusted,Putnam (Primary),78,Natural                       ,No,Ground,2019
316,FL-2544255,MELROSE WTP,Non-Adjusted,Putnam (Primary),1162,Natural                       ,No,Ground,2019
317,FL-2544257,CRESCENT HILLS SD,Non-Adjusted,Putnam (Primary),79,Natural                       ,No,Ground,2019
318,FL-2544258,SILVER LAKE OAKS MHV,Non-Adjusted,Putnam (Primary),84,Natural                       ,No,Ground,2019
319,FL-2544260,R. C. WILLIS WTP (CITY OF PALATKA),Non-Adjusted,Putnam (Primary),10640,Natural                       ,No,Ground,2019
320,FL-2544265,MOUNT ROYAL S/D,Non-Adjusted,Putnam (Primary),77,Natural                       ,No,Ground,2019
321,FL-2544266,ST. JOHN'S RIVER CLUB UTILITIE,Non-Adjusted,Putnam (Primary),152,Natural                       ,No,Ground,2019
322,FL-2544278,HIDE-A-WAY ACRES,Non-Adjusted,Putnam (Primary),54,Natural                       ,No,Ground,2019
323,FL-2544295,JAN'S MODULAR ESTATES,Non-Adjusted,Putnam (Primary),100,Natural                       ,No,Ground,2019
324,FL-2544298,GRASSY LAKE WTP,Non-Adjusted,Putnam (Primary),215,Natural                       ,No,Ground,2019
325,FL-2544392,WELAKA WTP,Non-Adjusted,Putnam (Primary),2130,Natural                       ,No,Ground,2019
326,FL-2544434,WESTWOOD VILLAGE APARTMENTS,Non-Adjusted,Putnam (Primary),45,Natural                       ,No,Ground,2019
327,FL-2544444,EAST PUTNAM REGIONAL,Non-Adjusted,Putnam (Primary),1341,Natural                       ,No,Ground,2019
328,FL-2550210,ST. AUGUSTINE WTP,Non-Adjusted,St. Johns (Primary),40656,Natural                       ,No,Ground,2019
329,FL-2550250,CYPRESS LANDING WTP,Non-Adjusted,St. Johns (Primary),34,Natural                       ,No,Ground,2019
330,FL-2550396,FRUIT COVE OAKS,Non-Adjusted,St. Johns (Primary),414,Natural                       ,No,Ground,2019
331,FL-2550476,HASTINGS WTP,Natural,St. Johns (Primary),384,Natural                       ,Yes,Ground,2019
332,FL-2550812,NORTH BEACH UTILITIES,Natural,St. Johns (Primary),3205,Natural                       ,Yes,Ground,2019
333,FL-2550866,JEA: PALM VALLEY WS,Consecutive,St. Johns (Primary),747,Natural                       ,Yes,Ground,2019
334,FL-2550908,PONTE VEDRA GRID (JEA),Natural,St. Johns (Primary),4670,Natural                       ,Yes,Ground,2019
335,FL-2551004,ST. JOHNS COUNTY SAWGRASS GRID,Natural,St. Johns (Primary),10848,Natural                       ,Yes,Ground,2019
336,FL-2551120,BARTRAM OAKS MHP,Natural,St. Johns (Primary),134,Natural                       ,Yes,Ground,2019
337,FL-2551228,WAGON WHEEL MHP/JAMES SMITH,Non-Adjusted,St. Johns (Primary),45,Natural                       ,No,Ground,2019
338,FL-2551370,WILDWOOD WATER SYSTEM,Non-Adjusted,St. Johns (Primary),767,Natural                       ,No,Ground,2019
339,FL-2551459,SHAMROCK TRAILER & TRAVEL PARK,Non-Adjusted,St. Johns (Primary),98,Natural                       ,No,Ground,2019
340,FL-2554166,CAMACHEE COVE YACHT HARBOR,Non-Adjusted,St. Johns (Primary),274,Natural                       ,No,Ground,2019
341,FL-2554332,OAK HAVEN RETIREMENT VILLAGE,Non-Adjusted,St. Johns (Primary),36,Natural                       ,No,Ground,2019
342,FL-2554334,PONCE DE LEON GRID,Natural,St. Johns (Primary),2011,Natural                       ,Yes,Ground,2019
343,FL-2554337,HOMEOWNERS UTILITIES INC.,Natural,St. Johns (Primary),282,Natural                       ,Yes,Ground,2019
344,FL-2554343,ST. JOHNS SERVICE GRID,Natural,St. Johns (Primary),11577,Natural                       ,Yes,Ground,2019
345,FL-2554344,BAYSIDE ESTATES,Non-Adjusted,St. Johns (Primary),161,Natural                       ,No,Ground,2019
346,FL-2554346,OAKS OF WILDWOOD,Non-Adjusted,St. Johns (Primary),137,Natural                       ,No,Ground,2019
347,FL-2554353,EAGLE CREEK WS,Consecutive,St. Johns (Primary),586,Natural                       ,No,Ground,2019
348,FL-2554447,CR-214 MAINLAND,Non-Adjusted,St. Johns (Primary),46797,Natural                       ,No,Ground,2019
349,FL-2554471,NORTHWEST UTILITIES WTP,Non-Adjusted,St. Johns (Primary),18162,Natural                       ,No,Ground,2019
350,FL-2554475,NORTHEAST UTILITIES,Consecutive,St. Johns (Primary),6785,Natural                       ,Yes,Ground,2019
351,FL-2610012,ADVENT CHRISTIAN VILLAGE,Non-Adjusted,Suwannee (Primary),701,Natural                       ,No,Ground,2019
352,FL-2610109,BRANFORD WTP,Non-Adjusted,Suwannee (Primary),626,Natural                       ,No,Ground,2019
353,FL-2610203,LIVE OAK WTP,Adjusted,Suwannee (Primary),6125,H2SiF6,Yes,Ground,2019
354,FL-2610370,FLORIDA SHERIFF'S BOYS RANCH,Non-Adjusted,Suwannee (Primary),89,Natural                       ,No,Ground,2019
355,FL-2611239,WAYNE FRIER'S TRAILER PARK,Non-Adjusted,Suwannee (Primary),264,Natural                       ,No,Ground,2019
356,FL-2611246,WELLBORN WTP,Non-Adjusted,Suwannee (Primary),447,Natural                       ,No,Ground,2019
357,FL-2620208,PERRY WATER SYSTEM,Adjusted,Taylor (Primary),7958,H2SiF6,Yes,Ground,2019
358,FL-2621102,BIG BEND WATER AUTHORITY,Non-Adjusted,Taylor (Primary),2682,Natural                       ,No,Ground,2019
359,FL-2624165,TAYLOR BEACHES WTP,Non-Adjusted,Taylor (Primary),1162,Natural                       ,No,Ground,2019
360,FL-2630202,LAKE BUTLER WTP,Non-Adjusted,Union (Primary),1654,Natural                       ,No,Ground,2019
361,FL-2634222,NORTH FLORIDA RECEPTION CENTER,Non-Adjusted,Union (Primary),2682,Natural                       ,No,Ground,2019
362,FL-3050057,BAREFOOT BAY,Non-Adjusted,Brevard (Primary),8627,Natural                       ,No,Ground,2019
363,FL-3050108,BREEZEWAY TRAILER PARK,Non-Adjusted,Brevard (Primary),85,Natural                       ,No,Ground,2019
364,FL-3050131,CAMELOT RV PARK INC,Non-Adjusted,Brevard (Primary),89,Natural                       ,No,Ground,2019
365,FL-3050223,"COCOA, CITY OF",Adjusted,Brevard (Primary),262909,H2SiF6,Yes,Ground,2019
366,FL-3050341,ENCHANTED LAKE ESTATES,Non-Adjusted,Brevard (Primary),96,Natural                       ,No,Ground,2019
367,FL-3050442,CITY OF PALM BAY,Adjusted,Brevard (Primary),108333,H2SiF6,Yes,Ground,2019
368,FL-3050596,INDIAN RIVER SHORES MHP,Non-Adjusted,Brevard (Primary),49,Natural                       ,No,Ground,2019
369,FL-3050834,MIMS WATER TREATMENT/NORTH BREVARD CO.,Adjusted,Brevard (Primary),7115,H2SiF6,Yes,Ground,2019
370,FL-3050841,INTERCOASTAL ESTATES,Non-Adjusted,Brevard (Primary),246,Natural                       ,No,Ground,2019
371,FL-3050873,PINEWOOD VILLAGE MHP,Non-Adjusted,Brevard (Primary),224,Natural                       ,No,Ground,2019
372,FL-3050890,NORTHGATE MOBILE RANCH,Non-Adjusted,Brevard (Primary),224,Natural                       ,No,Ground,2019
373,FL-3050905,OAK PARK MOBILE HOME PARK,Non-Adjusted,Brevard (Primary),80,Natural                       ,No,Ground,2019
374,FL-3051086,PELICAN BAY,Non-Adjusted,Brevard (Primary),386,Natural                       ,No,Ground,2019
375,FL-3051311,SOUTH BREVARD WATER CO-OP,Non-Adjusted,Brevard (Primary),1374,Natural                       ,No,Ground,2019
376,FL-3051367,"TITUSVILLE, CITY OF",Adjusted,Brevard (Primary),45639,H2SiF6,Yes,Ground,2019
377,FL-3051447,"MELBOURNE, CITY OF",Adjusted,Brevard (Primary),148372,H2SiF6,Yes,Surface,2019
378,FL-3051460,WEST MELBOURNE WATER SYSTEM,Consecutive,Brevard (Primary),18106,H2SiF6,Yes,Surface,2019
379,FL-3054015,SOUTHERN COMFORT MHP,Non-Adjusted,Brevard (Primary),100,Natural                       ,No,Ground,2019
380,FL-3054017,SUMMIT COVE (STE.ADELE SOUTH),Non-Adjusted,Brevard (Primary),202,Natural                       ,No,Ground,2019
381,FL-3054057,RIVER GROVE MOBILE HOME VILLAGE,Non-Adjusted,Brevard (Primary),386,Natural                       ,No,Ground,2019
382,FL-3054058,LIGHTHOUSE COVE,Non-Adjusted,Brevard (Primary),185,Natural                       ,No,Ground,2019
383,FL-3054060,AQUARINA UTILITIES,Non-Adjusted,Brevard (Primary),671,Natural                       ,No,Ground,2019
384,FL-3054062,SOUTH SHORES UTILITY ASSOC,Non-Adjusted,Brevard (Primary),805,Natural                       ,No,Ground,2019
385,FL-3054100,OAKWOOD MANOR(CONSEC.TO MIMS),Consecutive,Brevard (Primary),427,H2SiF6,Yes,Ground,2019
